-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 07/01/2024 through 09/30/2024 in UTC
Location: Latitude  34.1526   Longitude 77.577 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 4532.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/hr) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                    MERRA-2 Surface Pressure (kPa) 
WSC                   MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Rough glacial snow/ice (vegtype_20) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC
2024,7,1,0,0.32,6.21,0.84,58.7,0.63
2024,7,1,1,0.91,8.48,1.37,58.73,0.84
2024,7,1,2,1.66,10.52,1.51,58.76,0.89
2024,7,1,3,2.19,12.45,2.04,58.77,1.24
2024,7,1,4,2.52,13.99,2.62,58.77,1.61
2024,7,1,5,2.8,15.32,3.18,58.74,1.94
2024,7,1,6,3.65,16.54,3.69,58.7,2.25
2024,7,1,7,3.31,17.5,4.1,58.65,2.51
2024,7,1,8,3.38,18.05,4.46,58.62,2.73
2024,7,1,9,2.46,18.21,4.88,58.59,2.98
2024,7,1,10,2.03,17.96,5.1,58.57,3.13
2024,7,1,11,1.34,17.2,5.09,58.56,3.15
2024,7,1,12,0.7,15.86,4.73,58.57,2.96
2024,7,1,13,0.22,13.08,2.93,58.6,2.56
2024,7,1,14,0.0,10.0,2.56,58.63,2.31
2024,7,1,15,0.0,9.05,2.48,58.66,2.14
2024,7,1,16,0.0,8.29,2.34,58.68,1.97
2024,7,1,17,0.0,7.49,2.23,58.68,1.85
2024,7,1,18,0.0,6.66,2.05,58.67,1.63
2024,7,1,19,0.0,5.93,1.84,58.65,1.44
2024,7,1,20,0.0,5.26,1.58,58.63,1.23
2024,7,1,21,0.0,4.71,1.41,58.6,1.11
2024,7,1,22,0.0,4.35,1.22,58.59,0.96
2024,7,1,23,0.0,3.92,1.12,58.59,0.87
2024,7,2,0,0.26,4.85,1.2,58.62,0.86
2024,7,2,1,0.82,6.91,1.5,58.65,0.94
2024,7,2,2,1.46,8.93,1.92,58.68,1.26
2024,7,2,3,2.28,11.27,2.47,58.69,1.63
2024,7,2,4,2.78,13.63,3.22,58.69,2.09
2024,7,2,5,3.22,15.61,3.91,58.66,2.49
2024,7,2,6,3.37,17.16,4.67,58.62,2.95
2024,7,2,7,3.38,18.28,5.49,58.58,3.45
2024,7,2,8,3.18,18.92,6.34,58.53,3.96
2024,7,2,9,2.43,18.91,6.92,58.51,4.29
2024,7,2,10,1.79,18.22,7.12,58.51,4.4
2024,7,2,11,0.88,16.87,6.94,58.54,4.29
2024,7,2,12,0.47,14.99,6.21,58.58,3.89
2024,7,2,13,0.18,12.17,3.89,58.63,3.13
2024,7,2,14,0.0,9.39,2.58,58.69,2.49
2024,7,2,15,0.0,8.12,2.5,58.77,2.26
2024,7,2,16,0.0,7.16,2.4,58.81,2.1
2024,7,2,17,0.0,6.42,2.17,58.83,1.84
2024,7,2,18,0.0,5.86,1.88,58.83,1.51
2024,7,2,19,0.0,5.42,1.56,58.81,1.21
2024,7,2,20,0.0,4.92,1.26,58.78,0.97
2024,7,2,21,0.0,4.39,1.06,58.77,0.83
2024,7,2,22,0.0,3.86,0.92,58.75,0.72
2024,7,2,23,0.0,3.44,0.8,58.74,0.63
2024,7,3,0,0.38,4.22,0.76,58.76,0.57
2024,7,3,1,1.09,6.97,1.29,58.8,0.96
2024,7,3,2,1.93,9.5,1.64,58.83,1.06
2024,7,3,3,2.65,11.7,1.6,58.86,0.98
2024,7,3,4,3.15,13.75,2.03,58.87,1.22
2024,7,3,5,3.5,15.6,2.72,58.86,1.64
2024,7,3,6,3.77,17.15,3.33,58.84,2.02
2024,7,3,7,3.73,18.35,3.88,58.81,2.36
2024,7,3,8,3.46,19.18,4.34,58.78,2.64
2024,7,3,9,2.97,19.58,4.67,58.76,2.84
2024,7,3,10,2.37,19.45,4.98,58.75,3.05
2024,7,3,11,1.65,18.71,5.25,58.76,3.23
2024,7,3,12,0.9,17.31,5.06,58.79,3.22
2024,7,3,13,0.23,14.13,3.14,58.83,2.9
2024,7,3,14,0.0,10.91,2.91,58.87,2.62
2024,7,3,15,0.0,9.81,2.83,58.93,2.46
2024,7,3,16,0.0,8.88,2.75,58.96,2.31
2024,7,3,17,0.0,8.06,2.63,58.98,2.19
2024,7,3,18,0.0,7.39,2.5,58.97,2.05
2024,7,3,19,0.0,6.5,2.36,58.96,1.89
2024,7,3,20,0.0,5.73,2.18,58.94,1.74
2024,7,3,21,0.0,5.07,2.01,58.93,1.62
2024,7,3,22,0.0,4.61,1.78,58.94,1.42
2024,7,3,23,0.0,4.31,1.51,58.97,1.2
2024,7,4,0,0.29,5.49,1.28,58.98,0.99
2024,7,4,1,1.02,8.02,1.71,58.98,1.08
2024,7,4,2,1.76,10.85,1.92,58.97,1.09
2024,7,4,3,2.43,13.07,2.04,58.97,1.14
2024,7,4,4,2.82,14.98,2.61,58.97,1.49
2024,7,4,5,3.51,16.64,3.54,58.96,2.08
2024,7,4,6,3.69,17.93,4.39,58.92,2.62
2024,7,4,7,3.65,18.81,5.15,58.89,3.11
2024,7,4,8,3.26,19.23,5.81,58.87,3.53
2024,7,4,9,2.73,19.11,6.09,58.85,3.72
2024,7,4,10,2.14,18.59,6.13,58.82,3.76
2024,7,4,11,1.39,17.53,5.96,58.81,3.69
2024,7,4,12,0.74,15.91,5.41,58.81,3.42
2024,7,4,13,0.17,12.94,3.27,58.82,2.84
2024,7,4,14,0.0,9.85,2.62,58.83,2.39
2024,7,4,15,0.0,8.77,2.54,58.84,2.2
2024,7,4,16,0.0,7.8,2.47,58.84,2.07
2024,7,4,17,0.0,6.9,2.32,58.83,1.88
2024,7,4,18,0.0,5.95,2.18,58.82,1.73
2024,7,4,19,0.0,5.03,2.07,58.78,1.63
2024,7,4,20,0.0,4.23,2.01,58.76,1.61
2024,7,4,21,0.0,3.77,1.88,58.74,1.51
2024,7,4,22,0.0,3.33,1.85,58.72,1.49
2024,7,4,23,0.0,2.93,1.98,58.7,1.64
2024,7,5,0,0.19,4.48,2.84,58.67,1.92
2024,7,5,1,0.54,6.45,3.47,58.67,2.19
2024,7,5,2,1.0,8.22,3.69,58.68,2.43
2024,7,5,3,1.92,10.36,3.86,58.64,2.54
2024,7,5,4,2.29,12.53,4.96,58.62,3.18
2024,7,5,5,2.49,13.86,5.51,58.58,3.53
2024,7,5,6,2.33,14.43,5.99,58.53,3.81
2024,7,5,7,2.36,14.45,6.44,58.47,4.04
2024,7,5,8,2.4,14.39,6.44,58.39,4.01
2024,7,5,9,1.98,14.13,6.86,58.35,4.29
2024,7,5,10,1.58,14.28,7.28,58.35,4.78
2024,7,5,11,1.0,13.95,7.19,58.36,4.69
2024,7,5,12,0.5,12.5,6.5,58.38,4.21
2024,7,5,13,0.12,9.49,4.04,58.43,3.47
2024,7,5,14,0.0,6.29,2.92,58.48,2.98
2024,7,5,15,0.0,5.14,2.63,58.53,2.47
2024,7,5,16,0.0,4.21,2.39,58.54,2.11
2024,7,5,17,0.0,3.46,2.24,58.52,1.92
2024,7,5,18,0.0,2.97,2.04,58.49,1.69
2024,7,5,19,0.0,2.62,1.9,58.45,1.58
2024,7,5,20,0.0,2.35,1.84,58.42,1.57
2024,7,5,21,0.0,1.99,1.97,58.4,1.76
2024,7,5,22,0.0,1.78,2.04,58.4,1.88
2024,7,5,23,0.0,1.19,2.14,58.4,1.97
2024,7,6,0,0.08,2.65,2.37,58.42,1.83
2024,7,6,1,0.38,4.84,3.63,58.44,2.39
2024,7,6,2,0.63,6.38,3.78,58.47,2.43
2024,7,6,3,0.95,8.07,3.83,58.47,2.48
2024,7,6,4,1.71,10.14,3.95,58.43,2.59
2024,7,6,5,1.96,12.09,4.75,58.39,3.11
2024,7,6,6,2.16,13.49,6.05,58.38,3.92
2024,7,6,7,2.71,14.19,7.14,58.37,4.58
2024,7,6,8,2.14,14.42,7.79,58.37,4.95
2024,7,6,9,1.57,14.0,7.9,58.38,4.95
2024,7,6,10,1.06,13.02,7.36,58.4,4.57
2024,7,6,11,0.87,11.69,6.36,58.41,3.93
2024,7,6,12,0.48,10.07,5.12,58.43,3.18
2024,7,6,13,0.13,7.82,3.15,58.46,2.39
2024,7,6,14,0.0,5.33,2.07,58.48,1.83
2024,7,6,15,0.0,4.55,1.94,58.51,1.69
2024,7,6,16,0.0,3.81,1.96,58.54,1.66
2024,7,6,17,0.0,3.18,1.89,58.55,1.57
