YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,PS,WSC
2024,10,1,5,2.7257818993003493,31.003978748096177,3.612401714030748,97.42750232684622,2.918917541143854
2024,10,1,9,2.1404598376975628,32.55547123635938,3.9176384996359714,104.76169755246704,3.5909413657990394
2024,10,1,13,0.0,29.144909835652058,1.8194309117433203,94.8618168557702,2.2225868571593037
2024,10,1,16,0.0,26.658487693884744,2.5335281518727326,88.4587794476624,4.09363576261403
2024,10,1,18,0.0,25.174911442999605,3.009309214745206,90.29390309610896,5.111516568115469
2024,10,1,21,0.0,23.88371768689565,4.590397728069126,100.56104480181963,5.689967634255305
2024,10,1,23,0.0,21.947477187802935,5.660419381625889,101.14955422987634,6.462885466667533
2024,10,2,2,0.735584126186535,23.213025701888466,6.240387715575574,95.75105379933072,5.065115570508274
2024,10,2,4,2.3268709066102753,29.38381014094945,5.735122449622217,93.90569795636334,5.53984133056239
2024,10,2,8,2.856875410042352,32.901351303779975,4.775997859441162,89.21561544809043,4.70144133294524
2024,10,2,9,2.157839765503214,32.13448517553129,4.338740562483017,88.82572274118752,4.059745710009133
2024,10,2,10,1.3316549729899645,32.762364514858675,3.8203624515306083,104.01174977157895,4.00279074130327
2024,10,2,11,0.5780445526820572,32.210808467498,3.461159462285693,95.74998324843253,3.546120654130633
2024,10,2,18,0.0,23.380137958504775,5.220993234433714,101.6949871536052,6.346057501965662
2024,10,2,20,0.0,22.198904421098437,6.116435468449597,91.00813737328521,6.1437820300826065
2024,10,2,22,0.0,23.255845489058107,6.261299215474243,101.95648187482051,6.449608518661715
2024,10,2,23,0.0,23.36472914197926,6.123454046218327,100.73661012144332,6.905847294478903
2024,10,3,0,0.0,23.378736764039942,6.400891440673434,91.34298317012103,6.795505529923945
2024,10,3,3,1.4568979173114676,27.719524729502332,5.984290721638367,100.43166351474737,6.128750893680355
2024,10,3,4,2.119234265725845,27.764928937992547,5.974392318804708,90.49830054854772,6.179363605158875
2024,10,3,6,3.134331322095274,32.134129758389086,6.707779109781705,95.71435631705732,5.79179762957449
2024,10,3,9,1.9695548334777027,33.2291794253104,5.246176646342865,95.71079866024428,4.346068427884978
2024,10,3,11,0.5320494279147333,31.966155702874865,3.173913503368564,91.92833841519094,3.8533615567040855
2024,10,3,13,0.0,26.522525627983338,3.0788452557856023,102.02989768567593,4.174522153577454
2024,10,3,14,0.0,26.523523396439906,3.3626068942435707,90.94790386945688,4.385451881564436
2024,10,3,18,0.0,23.61596636432739,4.317336231620807,105.04283150117685,6.090524810455134
2024,10,3,20,0.0,23.6656993775913,4.668211254886553,90.40493857615363,5.844483344447445
2024,10,3,22,0.0,22.781145885058415,5.03978376220751,99.78662536528695,5.292727392485235
2024,10,4,0,0.0,23.05292105961133,4.66291031581818,96.24822510790548,4.817522809790612
2024,10,4,1,0.21249265863874006,21.501885537471303,4.492585879175199,103.40854703702006,4.4329563653989
2024,10,4,2,0.852549363505242,23.305716047471034,4.311881874323165,91.9350898502582,3.7264687593719197
2024,10,4,3,1.6968927728207057,26.289017404164014,4.90219594275256,88.74822492265316,3.9430624506709413
2024,10,4,4,2.686829007347424,27.042301337080183,5.20606689715336,87.51400877570418,4.305163173083335
2024,10,4,7,3.066836077960031,31.380365022871544,4.366770533822178,87.17469446058352,3.7832319927239646
2024,10,4,9,1.983214033339846,32.13225129916171,3.4721701907423546,102.60041570364523,2.447687124867583
2024,10,4,12,0.039903154487162855,29.291336208464084,1.8271879430219566,99.69331024797873,2.1834430474951434
2024,10,4,14,0.0,26.204585376470295,2.306815617772901,88.87393892791484,3.202598559847276
2024,10,4,15,0.0,26.116144901049466,2.7957320782514077,104.02885421332144,3.855067092879784
2024,10,4,17,0.0,24.981561326388015,2.831917975551213,98.6991534179978,4.223787382054046
2024,10,4,18,0.0,23.981792696758454,3.2097387882967885,89.56113527661667,4.500993448770024
2024,10,4,22,0.0,20.952493709193774,3.0453027678505915,93.517274571729,4.278742192348807
2024,10,5,3,1.985056551480465,26.038603561838727,3.5048692173229483,92.5175610112155,3.1441875076754364
2024,10,5,6,3.2085639112914923,31.619348555619162,3.3967670304180704,91.7652807312565,2.334880667860574
2024,10,5,7,3.193394898835047,31.289138457758625,2.6909856874888276,99.85405120666174,1.911188797725049
2024,10,5,8,2.4313724391685745,31.25056396804684,2.384552199918232,102.77164659461444,1.8428068777705822
2024,10,5,12,0.05244567220341837,29.018011113575234,1.3499519011250085,92.59793959313153,1.303363567540999
2024,10,5,14,0.0,26.519447646850065,1.977705477404414,97.91725819378837,1.9054909060957812
2024,10,5,16,0.0,25.369625719936476,1.9793573681980434,92.2514173813567,2.406750698879609
2024,10,5,18,0.0,22.936684693731223,2.1609781372527705,94.30327253406152,2.674629877725782
2024,10,5,20,0.0,22.098237876369694,2.8094571491750537,99.1118914229513,3.268596937426186
2024,10,5,22,0.0,22.49324424932548,2.692425964872301,88.07189804775196,4.097988947308405
2024,10,6,1,0.20636864297038762,22.053518020435632,2.840489916965415,91.40444413761834,3.9735619261780237
2024,10,6,3,1.7479792296152268,25.34426589487025,2.8138204233528348,104.13679230765283,2.2876075829866562
2024,10,6,4,2.4537243750591093,27.934354828271978,2.0254938119913763,101.69149141913007,1.3997675237091352
2024,10,6,6,2.717102112947628,32.35473110210914,0.6602352984273986,96.40517840948765,0.636698055326729
2024,10,6,7,2.5916849987667288,32.95035259841331,0.7864446157825503,105.2290249029129,0.6367539153909848
2024,10,6,9,1.1821132804231473,32.60001537517044,0.6523832276481092,89.45074387445109,0.5367613680238668
2024,10,6,11,0.345324856773802,31.848557460948516,0.22274670116698458,99.29351609438572,0.17751933590067592
2024,10,6,17,0.0,25.93917251390754,1.1587733547330228,87.67809825848339,1.1347394342042003
2024,10,6,18,0.0,26.156775985217415,1.361049397077514,105.53022278951163,1.5842122095561701
2024,10,6,19,0.0,24.85596898568697,1.6795215060345652,102.8196361084091,2.0014559355565344
2024,10,6,23,0.0,21.900660712518725,1.9911152603262416,87.19444843043576,2.082982836182115
2024,10,7,0,0.0,22.06002984017552,1.7100367118836124,92.63203108227248,1.8112787373112684
2024,10,7,6,3.0645038371236275,32.94679771572875,0.8779013595796712,101.4651175836584,0.7850929376088535
2024,10,7,7,2.68205966938153,32.99341653301631,0.9983211508294855,103.94031698946152,0.7541456829011877
2024,10,7,14,0.0,26.768597764122337,1.7181094134277162,93.36330468119229,1.8474374913949292
2024,10,7,17,0.0,23.155641104805984,2.2317731401622476,106.0156677616529,3.281602481338109
2024,10,7,21,0.0,21.44081577446735,2.3889462120906484,104.21870053211393,3.249126391586813
2024,10,7,22,0.0,22.47451688493901,1.9228743905572938,95.8222406547671,2.9327222016174503
2024,10,7,23,0.0,20.9318652264126,1.883855018245163,90.5350944506844,2.6289388990929816
2024,10,8,2,0.8430962942758327,24.078304864840423,2.4077003113506286,104.35491066344254,2.4739914337298776
2024,10,8,3,1.5898840603281768,25.316802992378012,2.5395869799996142,95.58271547823081,2.221582778637033
2024,10,8,5,2.434444679497908,29.0030916852082,2.6901227607761142,105.05569256633423,2.0229046468222673
2024,10,8,8,2.3302794590262685,32.376121662871924,1.3952472626952992,102.77234797853865,1.0616474927631119
2024,10,8,9,1.9191347859866077,32.39477726370803,1.3561360363569404,87.88968956042639,1.115670387455488
2024,10,8,10,1.1660184773599735,31.59008560070205,1.1190533765572694,88.28341618381853,1.0111954280719078
2024,10,8,12,0.04107258372339359,28.53784128516655,0.590934697832578,100.16024952018024,0.648442537477497
2024,10,8,13,0.0,28.667480302677344,0.3709952252190534,93.63410670111034,0.37707917959152504
2024,10,8,14,0.0,28.24771390585589,0.9435917434906685,92.76488003356242,1.0492634822136888
2024,10,8,16,0.0,26.274135246267598,1.7108447412116161,88.50628777373855,2.033387422697021
2024,10,8,17,0.0,23.533319005866225,2.1929436566948914,101.96378724993885,2.48134795210952
2024,10,8,19,0.0,22.568527138398593,2.339976470582941,91.13985386736779,2.421518827452935
2024,10,8,20,0.0,23.193398385653936,2.279528790622207,92.27717335947278,2.2564494796168173
2024,10,8,22,0.0,22.545761355124974,1.8303075469736494,89.66341660292122,1.959014678913857
2024,10,8,23,0.0,21.20301601963543,1.636077689513621,102.97661225716335,1.7304623272854704
2024,10,9,3,1.7635420606017185,25.945920520326045,1.3330183541156355,104.14232655300128,0.8837374632366294
2024,10,9,5,2.5797340447772332,30.10502468557355,1.3411250780058994,91.6230824096439,0.8440222943421768
